Image_ID,Question,Image_Path,Answer,Other Option 1,Other Option 2,Other Option 3
810NAI3DAZL,What is this product?,78f59264.jpg,Pendant Light,Chandelier,Ceiling Fan,Wall Sconce
810NAI3DAZL,Which category best describes this product?,78f59264.jpg,Pendant Lights,Ceiling Lights,Light Fixtures,Chandeliers
810NAI3DAZL,What is the primary color of this Pendant Light?,78f59264.jpg,Black,Bronze,Silver,White
810NAI3DAZL,What material is the cage around the light made of?,78f59264.jpg,Metal,Glass,Plastic,Wood
810NAI3DAZL,Does the pendant light include a bulb?,78f59264.jpg,Yes,No,Partially,Not visible
810NAI3DAZL,Is the finish of this pendant light described as antique?,78f59264.jpg,Yes,No,Partially,Not applicable
71SwJLjM0BL,What is this product?,4bf05f8b.jpg,Pendant Light,Chandelier,Lamp,Ceiling Fan
71SwJLjM0BL,Which category best describes this product?,4bf05f8b.jpg,Pendant Lights,Ceiling Fans,Wall Sconces,Flush Mounts
71SwJLjM0BL,What is the primary color of this Pendant Light?,4bf05f8b.jpg,White,Black,Silver,Gold
71SwJLjM0BL,What is the shape of the light shade?,4bf05f8b.jpg,Geometric,Round,Square,Rectangular
71SwJLjM0BL,Is the light bulb included?,4bf05f8b.jpg,Yes,No,Partially,Not visible
71SwJLjM0BL,What material is the pendant light made of?,4bf05f8b.jpg,Metal,Plastic,Glass,Wood
416C7pH7yiL,What is this product?,fedc4fed.jpg,Ceiling Light,Ceiling Light,Chandelier,Floor Lamp
416C7pH7yiL,Which category best describes this product?,fedc4fed.jpg,Pendant Lights,Pendant Lights,Ceiling Fans,Wall Sconces
416C7pH7yiL,What is the primary color of this Ceiling Light?,fedc4fed.jpg,Nickel,Nickel,White,Black
416C7pH7yiL,How many LED bulbs are included?,fedc4fed.jpg,Three,Three,One,Two
416C7pH7yiL,What is the shape of the shade?,fedc4fed.jpg,Cylindrical,Cylindrical,Conical,Square
416C7pH7yiL,Is the shade fabric or glass?,fedc4fed.jpg,Fabric,Fabric,Glass,Metal
81yvYNFdsHL,What is this product?,fb5b3034.jpg,Wall sconce,Ceiling lamp,Table lamp,Floor lamp
81yvYNFdsHL,Which category best describes this product?,fb5b3034.jpg,Wall Lamps & Sconces,Ceiling Lights,Pendant Lights,Track Lighting
81yvYNFdsHL,What is the primary color of this wall sconce?,fb5b3034.jpg,Black,White,Brown,Silver
81yvYNFdsHL,Does this wall sconce have a wooden element?,fb5b3034.jpg,Yes,No,Partially,Not visible
81yvYNFdsHL,What is the shape of the shade?,fb5b3034.jpg,Conical,Rectangular,Square,Cylindrical
81yvYNFdsHL,Is the sconce designed for indoor or outdoor use?,fb5b3034.jpg,Indoor,Outdoor,Both,Not specified
71IlL1eJ1OL,What is this product?,822f9d0a.jpg,Chandelier,Pendant Light,Ceiling Fan,Sconce
71IlL1eJ1OL,Which category best describes this product?,822f9d0a.jpg,Chandeliers,Pendant Lights,Ceiling Lights,Light Fixtures
71IlL1eJ1OL,What is the primary color of this Chandelier?,822f9d0a.jpg,Gold,Silver,Bronze,Black
71IlL1eJ1OL,How many light bulbs does this chandelier have?,822f9d0a.jpg,Six,Four,Eight,Two
71IlL1eJ1OL,What is the shape of the glass globes on this chandelier?,822f9d0a.jpg,Round,Square,Rectangular,Oval
71IlL1eJ1OL,What material are the arms of this chandelier made of?,822f9d0a.jpg,Metal,Wood,Plastic,Glass
51sPxn95h5L,What is this product?,bb50e332.jpg,Chandelier,Lamp,Pendant light,Ceiling Fixture
51sPxn95h5L,Which category best describes this product?,bb50e332.jpg,Lighting,Furniture,Decor,Home Accessories
51sPxn95h5L,What is the primary color of this Chandelier?,bb50e332.jpg,Gold,Silver,Bronze,Black
51sPxn95h5L,How many light bulbs are included?,bb50e332.jpg,Five,One,Three,Four
51sPxn95h5L,What is the shape of the light shades?,bb50e332.jpg,Globe,Cone,Cylinder,Square
51sPxn95h5L,What material is the frame made of?,bb50e332.jpg,Metal,Wood,Plastic,Glass
61xkG8UHVZL,What is this product?,9b52fabc.jpg,Wall Sconce,Ceiling Lamp,Pendant Light,Floor Lamp
61xkG8UHVZL,Which category best describes this product?,9b52fabc.jpg,Wall Lamps & Sconces,Ceiling Fans,Table Lamps,Chandeliers
61xkG8UHVZL,What is the primary color of this Wall Sconce?,9b52fabc.jpg,Dark Bronze,Silver,White,Gold
61xkG8UHVZL,How many lights does this wall sconce have?,9b52fabc.jpg,One,Two,Three,Zero
61xkG8UHVZL,What is the shape of the glass shade?,9b52fabc.jpg,Elongated,Round,Square,Cone
61xkG8UHVZL,What type of bulb is included?,9b52fabc.jpg,LED,Incandescent,Halogen,Fluorescent
61rWLYncWJL,What is this product?,c140acfa.jpg,Pendant Light,Ceiling Fan,Chandelier,Floor Lamp
61rWLYncWJL,Which category best describes this product?,c140acfa.jpg,Lighting,Home Decor,Furniture,Electrical Appliances
61rWLYncWJL,What is the primary color of this Pendant Light?,c140acfa.jpg,Gray,White,Black,Brown
61rWLYncWJL,What is the shape of the pendant light shade?,c140acfa.jpg,Domed,Cone,Cylinder,Square
61rWLYncWJL,What is the approximate diameter of the pendant light shade?,c140acfa.jpg,"10""","5""","15""","20"""
61rWLYncWJL,What is the approximate length of the pendant light cord?,c140acfa.jpg,"63""","36""","48""","72"""
416NlghZ+AL,What is this product?,b3ef51d4.jpg,Pendant Light,Pendant Light,Chandelier,Ceiling Fan
416NlghZ+AL,Which category best describes this product?,b3ef51d4.jpg,Pendant Lights,Pendant Lights,Ceiling Fans,Chandeliers
416NlghZ+AL,What is the primary color of this Pendant Light?,b3ef51d4.jpg,Dark Bronze,Dark Bronze,Silver,Gold
416NlghZ+AL,Is the light fixture hardwired?,b3ef51d4.jpg,no,yes,no,partially
416NlghZ+AL,What type of cord does the light have?,b3ef51d4.jpg,Fabric Cord,Fabric Cord,Metal Cord,Plastic Cord
416NlghZ+AL,How many light bulbs are included?,b3ef51d4.jpg,One,One,Two,Three
61hL9oFK-GL,What is this product?,6a54a65b.jpg,Pendant Light,Chandelier,Ceiling Fan,Wall Sconce
61hL9oFK-GL,Which category best describes this product?,6a54a65b.jpg,Pendant Lights,Ceiling Lights,Floor Lamps,Table Lamps
61hL9oFK-GL,What is the primary color of this Pendant Light?,6a54a65b.jpg,Antique Brass,Silver,Black,White
61hL9oFK-GL,What is the shape of the glass shade?,6a54a65b.jpg,Dome,Cylinder,Square,Cone
61hL9oFK-GL,What material is the shade made of?,6a54a65b.jpg,Glass,Metal,Plastic,Fabric
61hL9oFK-GL,What is the finish of the metal parts?,6a54a65b.jpg,Antique Brass,Polished Brass,Nickel,Chrome
61eaK9ya-+L,What is this product?,5cae599e.jpg,Shop lights,Fluorescent tubes,LED bulbs,Ceiling lights
61eaK9ya-+L,Which category best describes this product?,5cae599e.jpg,Lighting,Electrical supplies,Home improvement,Hardware
61eaK9ya-+L,What is the primary color of this shop light?,5cae599e.jpg,White,Yellow,Blue,Black
61eaK9ya-+L,How many shop lights are shown in the image?,5cae599e.jpg,Four,One,Two,Three
61eaK9ya-+L,What is the approximate length of each light?,5cae599e.jpg,4 feet,2 feet,6 feet,8 feet
61eaK9ya-+L,Are the lights linked together?,5cae599e.jpg,No,Yes,Partially,Not visible
81KP982iFRL,What is this product?,7b0fea5f.jpg,Wall Sconce,Ceiling Lamp,Table Lamp,Floor Lamp
81KP982iFRL,Which category best describes this product?,7b0fea5f.jpg,Wall Lamps & Sconces,Ceiling Fans,Chandeliers,Pendant Lights
81KP982iFRL,What is the primary color of this Wall Sconce?,7b0fea5f.jpg,Matte Black,Silver,White,Gold
81KP982iFRL,How many light globes does this sconce have?,7b0fea5f.jpg,Two,One,Three,Four
81KP982iFRL,What material are the light globes made of?,7b0fea5f.jpg,Glass,Plastic,Metal,Ceramic
81KP982iFRL,Is the wall sconce designed for indoor or outdoor use?,7b0fea5f.jpg,Indoor,Outdoor,Both,Neither
711t2YceFRL,What is this product?,e1d7cba2.jpg,Ceiling Light,Chandelier,Pendant Light,Wall Sconce
711t2YceFRL,Which category best describes this product?,e1d7cba2.jpg,Close to Ceiling Lights,Floor Lamps,Table Lamps,Outdoor Lighting
711t2YceFRL,What is the primary color of this Ceiling Light?,e1d7cba2.jpg,Bronze,Silver,White,Gold
711t2YceFRL,What type of glass is used in the shade?,e1d7cba2.jpg,Seeded Glass,Frosted Glass,Clear Glass,Colored Glass
711t2YceFRL,How many lights does this fixture have?,e1d7cba2.jpg,One,Two,Three,Four
711t2YceFRL,Is the bulb included?,e1d7cba2.jpg,Yes,No,Partially,Not visible
81t71WUO2AL,What is this product?,d048be45.jpg,Wall sconce,Ceiling lamp,Floor lamp,Pendant light
81t71WUO2AL,Which category best describes this product?,d048be45.jpg,Outdoor Lighting,Indoor Lighting,Ceiling Fans,Porch Lights
81t71WUO2AL,What is the primary color of this wall sconce?,d048be45.jpg,Antique Bronze,Silver,Black,White
81t71WUO2AL,Is the light bulb included?,d048be45.jpg,yes,no,partially,not visible
81t71WUO2AL,What is the shape of the glass shade?,d048be45.jpg,Domed,Rectangular,Square,Cylindrical
81t71WUO2AL,Is the sconce suitable for outdoor use?,d048be45.jpg,yes,no,partially,not visible
810oS7VUF6L,What is this product?,3026f15b.jpg,Pendant Light,Ceiling Fan,Table Lamp,Floor Lamp
810oS7VUF6L,Which category best describes this product?,3026f15b.jpg,Pendant Lights,Ceiling Fans,Wall Lights,Floor Lamps
810oS7VUF6L,What is the primary color of this Pendant Light?,3026f15b.jpg,Natural Twine,White,Black,Brown
810oS7VUF6L,What is the shape of the outer shade of this pendant light?,3026f15b.jpg,Sphere,Cone,Cylinder,Rectangle
810oS7VUF6L,Is the inner shade visible through the outer shade?,3026f15b.jpg,Yes,No,Partially,Not visible
810oS7VUF6L,What material appears to be used for the outer shade?,3026f15b.jpg,Rattan,Metal,Glass,Plastic
611eGHZAzjL,What is this product?,85a4468c.jpg,Vanity light,Chandelier,Ceiling light,Wall sconce
611eGHZAzjL,Which category best describes this product?,85a4468c.jpg,Vanity lights,Bathroom lights,Wall lights,Pendant lights
611eGHZAzjL,What is the primary color of this vanity light?,85a4468c.jpg,Matte black,Silver,White,Bronze
611eGHZAzjL,How many glass shades does this vanity light have?,85a4468c.jpg,Three,One,Two,Four
611eGHZAzjL,What is the shape of the glass shades?,85a4468c.jpg,Conical,Cylindrical,Spherical,Rectangular
611eGHZAzjL,What type of bulbs are used in this fixture?,85a4468c.jpg,Edison bulbs,LED,Halogen,Fluorescent
61VP3DeBYkL,What is this product?,77a1d9f0.jpg,Ceiling light,Chandelier,Wall sconce,Pendant light
61VP3DeBYkL,Which category best describes this product?,77a1d9f0.jpg,Close to Ceiling Lights,Floor Lamps,Table Lamps,Pendant Lights
61VP3DeBYkL,What is the primary color of this ceiling light?,77a1d9f0.jpg,Bronze,Silver,White,Black
61VP3DeBYkL,What is the shape of the light shade?,77a1d9f0.jpg,Dome,Square,Rectangular,Cone
61VP3DeBYkL,Is the light shade frosted?,77a1d9f0.jpg,Yes,No,Partially,Not visible
61VP3DeBYkL,How many lights are present in this fixture?,77a1d9f0.jpg,One,Two,Three,Four
71Xq6I3c0bL,What is this product?,a5586145.jpg,Wall sconce,Ceiling lamp,Floor lamp,Table lamp
71Xq6I3c0bL,Which category best describes this product?,a5586145.jpg,Wall Lamps & Sconces,Ceiling Lights,Pendant Lights,Chandeliers
71Xq6I3c0bL,What is the primary color of this wall sconce?,a5586145.jpg,Brass,Silver,Black,White
71Xq6I3c0bL,What material is the wall sconce primarily made of?,a5586145.jpg,Metal,Plastic,Wood,Ceramic
71Xq6I3c0bL,Does the wall sconce have a glass shade?,a5586145.jpg,Yes,No,Partially,Not visible
71Xq6I3c0bL,Is the light bulb included?,a5586145.jpg,Yes,No,Partially,Not applicable
612gzwOU+CL,What is this product?,b77b8ffb.jpg,Wall sconce,Wall sconce,Ceiling light,Floor lamp
612gzwOU+CL,Which category best describes this product?,b77b8ffb.jpg,Wall lamps,Wall lamps,Ceiling fans,Chandeliers
612gzwOU+CL,What is the primary color of this wall sconce?,b77b8ffb.jpg,Brushed nickel,Brushed nickel,Black,White
612gzwOU+CL,Is the sconce designed for damp locations?,b77b8ffb.jpg,Yes,Yes,No,Partially
612gzwOU+CL,How many adjustable knobs does the sconce have?,b77b8ffb.jpg,Two,Two,One,Three
612gzwOU+CL,What type of bulb is included?,b77b8ffb.jpg,LED,LED,Incandescent,Halogen
81DyPfY-THL,What is this product?,0b2bb834.jpg,Pendant Light,Ceiling Fan,Chandelier,Wall Sconce
81DyPfY-THL,Which category best describes this product?,0b2bb834.jpg,Pendant Lights,Ceiling Fans,Chandeliers,Wall Sconces
81DyPfY-THL,What is the primary color of this Pendant Light?,0b2bb834.jpg,Black,White,Brown,Silver
81DyPfY-THL,How many light bulbs does this pendant light have?,0b2bb834.jpg,Two,One,Three,Four
81DyPfY-THL,What material is the pendant light primarily made of?,0b2bb834.jpg,Metal,Wood,Glass,Plastic
81DyPfY-THL,Does this pendant light include a pulley system?,0b2bb834.jpg,Yes,No,Partially,Not visible
516z1wKQBKL,What is this product?,5c80d0b4.jpg,Wall Sconce,Pendant Light,Ceiling Light,Table Lamp
516z1wKQBKL,Which category best describes this product?,5c80d0b4.jpg,Lighting,Home Decor,Furniture,Electrical
516z1wKQBKL,What is the primary color of this Wall Sconce?,5c80d0b4.jpg,Dark Bronze,Silver,White,Gold
516z1wKQBKL,Does this wall sconce have a glass shade?,5c80d0b4.jpg,yes,no,partially,not visible
516z1wKQBKL,Is the bulb included with this product?,5c80d0b4.jpg,yes,no,partially,not applicable
516z1wKQBKL,What shape best describes the glass shade?,5c80d0b4.jpg,Globe,Cylinder,Cone,Square
71oBnYWFRZL,What is this product?,a7bad451.jpg,Pendant Light,Chandelier,Ceiling Fan,Wall Sconce
71oBnYWFRZL,Which category best describes this product?,a7bad451.jpg,Pendant Lights,Ceiling Fans,Chandeliers,Wall Sconces
71oBnYWFRZL,What is the primary color of this Pendant Light?,a7bad451.jpg,Oil-Rubbed Bronze,Black,Gold,Silver
71oBnYWFRZL,What is the shape of the pendant light shade?,a7bad451.jpg,Dome,Cone,Cylinder,Square
71oBnYWFRZL,What material is the pendant light made of?,a7bad451.jpg,Metal,Glass,Wood,Plastic
71oBnYWFRZL,Is the light fixture intended for indoor or outdoor use?,a7bad451.jpg,Indoor,Outdoor,Both,Not visible
51-CCX8+DkL,What is this product?,27b3373b.jpg,Pendant Light,Chandelier,Ceiling Fan,Table Lamp
51-CCX8+DkL,Which category best describes this product?,27b3373b.jpg,Pendant Lights,Ceiling Fans,Wall Lights,Floor Lamps
51-CCX8+DkL,What is the primary color of this Pendant Light?,27b3373b.jpg,Satin Nickel,Black,Bronze,Gold
51-CCX8+DkL,What material is the shade made of?,27b3373b.jpg,Glass,Plastic,Metal,Fabric
51-CCX8+DkL,Is the light bulb included?,27b3373b.jpg,yes,no,partially,not visible
51-CCX8+DkL,What is the overall shape of the glass shade?,27b3373b.jpg,Curved,Square,Round,Rectangular
51Txy+M+RGL,What is this product?,440ac097.jpg,Shop light,Ceiling fan,LED strip,Fluorescent tube
51Txy+M+RGL,Which category best describes this product?,440ac097.jpg,Lighting,Electrical,Home Improvement,Hardware
51Txy+M+RGL,What is the primary color of this shop light?,440ac097.jpg,White,Black,Silver,Yellow
51Txy+M+RGL,How many switches are visible on this shop light?,440ac097.jpg,One,Two,None,Three
51Txy+M+RGL,Is this shop light long or short in length?,440ac097.jpg,Long,Short,Medium,Square
51Txy+M+RGL,Does this shop light appear to be curved or straight?,440ac097.jpg,Straight,Curved,Circular,Spiral
71AgBIRgqsL,What is this product?,c696d8d0.jpg,Wall sconce,Ceiling lamp,Floor lamp,Pendant light
71AgBIRgqsL,Which category best describes this product?,c696d8d0.jpg,Wall Lamps & Sconces,Ceiling Fans,Pendant Lights,Track Lighting
71AgBIRgqsL,What is the primary color of this wall sconce?,c696d8d0.jpg,Black,White,Silver,Bronze
71AgBIRgqsL,Is the light fixture cylindrical in shape?,c696d8d0.jpg,yes,no,partially,not visible
71AgBIRgqsL,Does the wall sconce have a frosted glass shade?,c696d8d0.jpg,yes,no,partially,not visible
71AgBIRgqsL,What type of bulb is included?,c696d8d0.jpg,LED,Incandescent,Halogen,Fluorescent
61tLye2qgJL,What is this product?,28849178.jpg,Pendant Light,Pendant Light,Chandelier,Wall Sconce
61tLye2qgJL,Which category best describes this product?,28849178.jpg,Lighting,Lighting,Furniture,Home Decor
61tLye2qgJL,What is the primary color of this Pendant Light?,28849178.jpg,Bronze,Bronze,Silver,Black
61tLye2qgJL,What material is the shade made of?,28849178.jpg,Glass,Glass,Plastic,Metal
61tLye2qgJL,Is the bulb included?,28849178.jpg,Yes,Yes,No,Partially
61tLye2qgJL,How many lights does this fixture have?,28849178.jpg,One,One,Two,Three
51XCWmXoAxL,What is this product?,ac77f930.jpg,Pendant Light,Ceiling Fan,Wall Sconce,Chandelier
51XCWmXoAxL,Which category best describes this product?,ac77f930.jpg,Pendant Lights,Ceiling Fans,Table Lamps,Floor Lamps
51XCWmXoAxL,What is the primary color of this Pendant Light?,ac77f930.jpg,White/Brown,Black,Silver,Gold
51XCWmXoAxL,What material is the shade of this pendant light made of?,ac77f930.jpg,Metal,Glass,Plastic,Fabric
51XCWmXoAxL,What is the finish of the wood fixture?,ac77f930.jpg,Walnut,Cherry,Mahogany,Oak
51XCWmXoAxL,"Based on the image, does the pendant light appear to be designed in a minimalist style?",ac77f930.jpg,Yes,No,Partially,Not visible
71cby109NHL,What is this product?,8d283c5f.jpg,Ceiling light,Chandelier,Lamp,Wall sconce
71cby109NHL,Which category best describes this product?,8d283c5f.jpg,Ceiling Lights,Floor Lamps,Table Lamps,Pendant Lights
71cby109NHL,What is the primary color of this ceiling light?,8d283c5f.jpg,Bronze,Silver,White,Black
71cby109NHL,What material is the shade made of?,8d283c5f.jpg,Glass,Plastic,Metal,Fabric
71cby109NHL,Does the light fixture have a visible glass shade?,8d283c5f.jpg,Yes,No,Partially,Not visible
71cby109NHL,What is the finish of the metal base?,8d283c5f.jpg,Oil-rubbed,Polished,Matte,Chrome
71W6T0QDI3L,What is this product?,cf7ff2e4.jpg,Ceiling Light,Ceiling Light,Chandelier,Pendant Light
71W6T0QDI3L,Which category best describes this product?,cf7ff2e4.jpg,Close To Ceiling Lights,Close To Ceiling Lights,Chandeliers,Pendant Lights
71W6T0QDI3L,What is the primary color of this Ceiling Light?,cf7ff2e4.jpg,Aged Brass,Aged Brass,Silver,Black
71W6T0QDI3L,How many globe shades does this ceiling light have?,cf7ff2e4.jpg,Three,Three,One,Two
71W6T0QDI3L,What is the shape of the globe shades?,cf7ff2e4.jpg,Round,Round,Square,Rectangular
71W6T0QDI3L,What is the material of the globe shades?,cf7ff2e4.jpg,Opal Glass,Opal Glass,Plastic,Metal
71zP8NlxQ-L,What is this product?,ad77d819.jpg,Ceiling light,Table lamp,Floor lamp,Wall sconce
71zP8NlxQ-L,Which category best describes this product?,ad77d819.jpg,Close to Ceiling Lights,Pendant lights,Chandeliers,Track lighting
71zP8NlxQ-L,What is the primary color of this ceiling light?,ad77d819.jpg,Black,White,Silver,Bronze
71zP8NlxQ-L,What is the shape of the glass globe?,ad77d819.jpg,Round,Square,Rectangular,Oval
71zP8NlxQ-L,Is the light bulb included?,ad77d819.jpg,Yes,No,Partially,Not visible
71zP8NlxQ-L,What material is the fixture's base made of?,ad77d819.jpg,Metal,Plastic,Wood,Glass
416iUQagJoL,What is this product?,13454aa8.jpg,Pendant Light,Chandelier,Ceiling Fan,Wall Sconce
416iUQagJoL,Which category best describes this product?,13454aa8.jpg,Lighting,Furniture,Home Decor,Electrical Appliances
416iUQagJoL,What is the primary color of this Pendant Light?,13454aa8.jpg,Black,White,Brown,Silver
416iUQagJoL,Is the light fixture shown designed for indoor or outdoor use?,13454aa8.jpg,Indoor,Outdoor,Both,Unknown
416iUQagJoL,What shape best describes the light's cage?,13454aa8.jpg,Rectangular,Square,Circular,Triangular
416iUQagJoL,How many light bulbs are included with this product?,13454aa8.jpg,One,Two,Three,Zero
71-RstpySML,What is this product?,219ed810.jpg,Chandelier,Pendant Light,Ceiling Lamp,Sconce
71-RstpySML,Which category best describes this product?,219ed810.jpg,Chandeliers,Pendant Lights,Ceiling Fans,Floor Lamps
71-RstpySML,What is the primary color of this Chandelier?,219ed810.jpg,Brass,Silver,Black,White
71-RstpySML,How many globes does this chandelier have?,219ed810.jpg,Five,Three,Seven,One
71-RstpySML,What is the shape of the globes in this chandelier?,219ed810.jpg,Round,Square,Rectangular,Oval
71-RstpySML,What material is the chandelier's frame made of?,219ed810.jpg,Metal,Wood,Plastic,Glass
91Q7asMvmJL,What is this product?,b580b055.jpg,Sconce,Sconce,Chandelier,Pendant Light
91Q7asMvmJL,Which category best describes this product?,b580b055.jpg,Wall Lamp,Wall Lamp,Ceiling Light,Table Lamp
91Q7asMvmJL,What is the primary color of this sconce?,b580b055.jpg,Black,Black,White,Silver
91Q7asMvmJL,Does the sconce have an adjustable arm?,b580b055.jpg,Yes,Yes,No,Partially
91Q7asMvmJL,What material is the sconce shade primarily made of?,b580b055.jpg,Metal,Metal,Glass,Fabric
91Q7asMvmJL,Is the sconce designed for indoor or outdoor use?,b580b055.jpg,Indoor,Indoor,Outdoor,Both
51ZEveyicmL,What is this product?,b867d60c.jpg,Pendant Light,Floor Lamp,Wall Sconce,Ceiling Fan
51ZEveyicmL,Which category best describes this product?,b867d60c.jpg,Outdoor Lighting,Indoor Lighting,Ceiling Fans,Bathroom Lighting
51ZEveyicmL,What is the primary color of this Pendant Light?,b867d60c.jpg,Black,White,Brown,Silver
51ZEveyicmL,Is the light fixture's finish matte or glossy?,b867d60c.jpg,Matte,Glossy,Polished,Not visible
51ZEveyicmL,Does the pendant light have a glass shade?,b867d60c.jpg,Yes,No,Partially,Not visible
51ZEveyicmL,Is the bulb included with the pendant light?,b867d60c.jpg,Yes,No,Partially,Not applicable
A1En56-8onL,What is this product?,4be6e9dc.jpg,Wall sconce,Wall sconce,Ceiling lamp,Table lamp
A1En56-8onL,Which category best describes this product?,4be6e9dc.jpg,Wall lamp,Wall lamp,Ceiling fan,Pendant light
A1En56-8onL,How many arms does this sconce have?,4be6e9dc.jpg,One,One,Two,Three
A1En56-8onL,What is the primary material of this wall sconce?,4be6e9dc.jpg,Metal,Metal,Wood,Plastic
A1En56-8onL,Is the arm of the wall sconce adjustable?,4be6e9dc.jpg,Yes,Yes,No,Partially
71M66M5prWL,What is this product?,a14a9033.jpg,Wall Sconce,Ceiling Light,Table Lamp,Floor Lamp
71M66M5prWL,Which category best describes this product?,a14a9033.jpg,Wall Lamps & Sconces,Ceiling Fans,Pendant Lights,Chandeliers
71M66M5prWL,What is the primary color of this Wall Sconce?,a14a9033.jpg,Black,White,Silver,Bronze
71M66M5prWL,How many light globes does this sconce have?,a14a9033.jpg,Two,One,Three,Four
71M66M5prWL,What is the shape of the light globes?,a14a9033.jpg,Sphere,Cylinder,Cone,Cube
71M66M5prWL,Is the finish of the metal matte or glossy?,a14a9033.jpg,Matte,Glossy,Partially,Not visible
71U1tU2xUiL,What is this product?,5016869c.jpg,Wall sconce,Ceiling light,Pendant light,Floor lamp
71U1tU2xUiL,Which category best describes this product?,5016869c.jpg,Porch light,Bathroom light,Kitchen light,Indoor light
71U1tU2xUiL,What is the primary color of this wall sconce?,5016869c.jpg,Black,White,Brown,Silver
71U1tU2xUiL,What material is the wall sconce primarily made of?,5016869c.jpg,Metal,Plastic,Wood,Ceramic
71U1tU2xUiL,Is the light bulb included with this product?,5016869c.jpg,Yes,No,Partially,Not visible
71U1tU2xUiL,Does the sconce appear to be suitable for outdoor use?,5016869c.jpg,Yes,No,Partially,Not applicable
71qCepXK0JL,What is this product?,7a1001eb.jpg,Pendant Light,Chandelier,Ceiling Fan,Wall Sconce
71qCepXK0JL,Which category best describes this product?,7a1001eb.jpg,Pendant Lights,Ceiling Fans,Floor Lamps,Table Lamps
71qCepXK0JL,What is the primary color of this Pendant Light?,7a1001eb.jpg,Black,White,Silver,Bronze
71qCepXK0JL,What is the shape of the light shade?,7a1001eb.jpg,Geometric,Round,Square,Rectangular
71qCepXK0JL,Is the light fixture made of metal?,7a1001eb.jpg,yes,no,partially,not visible
71qCepXK0JL,Does the pendant light include a light bulb?,7a1001eb.jpg,yes,no,partially,not applicable
71snRvP47ML,What is this product?,ee5bb4be.jpg,Wall sconce,Ceiling light,Table lamp,Floor lamp
71snRvP47ML,Which category best describes this product?,ee5bb4be.jpg,Wall Lamps & Sconces,Ceiling Lights,Pendant Lights,Chandeliers
71snRvP47ML,What is the primary color of this wall sconce?,ee5bb4be.jpg,Brushed Bronze,Silver,Black,Gold
71snRvP47ML,How many light bulbs does this wall sconce hold?,ee5bb4be.jpg,One,Two,Three,Zero
71snRvP47ML,What shape is the outer frame of this wall sconce?,ee5bb4be.jpg,Rectangular,Square,Circular,Triangular
71snRvP47ML,Is the light bulb visible through the glass shade?,ee5bb4be.jpg,Yes,No,Partially,Not visible
81NRpMEZLeL,What is this product?,e4d02bcc.jpg,Door Stop,Door Hinge,Cabinet Knob,Window Latch
81NRpMEZLeL,Which category best describes this product?,e4d02bcc.jpg,Hardware,Furniture,Tools,Home Decor
81NRpMEZLeL,What is the primary color of this Door Stop?,e4d02bcc.jpg,Bronze,Silver,Gold,Black
81NRpMEZLeL,How many door stops are shown in the image?,e4d02bcc.jpg,Twelve,Ten,Eight,Fourteen
81NRpMEZLeL,What is the apparent material of the door stops?,e4d02bcc.jpg,Metal,Plastic,Wood,Rubber
81NRpMEZLeL,Does the image show any visible rubber components on the door stops?,e4d02bcc.jpg,Yes,No,Partially,Not visible
71ukc1TYfqL,What is this product?,54b78864.jpg,Wall plate,Switch plate,Outlet cover,Electrical box
71ukc1TYfqL,Which category best describes this product?,54b78864.jpg,Hardware,Electrical,Home Decor,Furniture
71ukc1TYfqL,What is the primary color of this wall plate?,54b78864.jpg,Bronze,Silver,White,Black
71ukc1TYfqL,How many switches/outlets does this wall plate accommodate?,54b78864.jpg,Two,One,Three,Four
71ukc1TYfqL,What is the finish type of this wall plate?,54b78864.jpg,Oil-rubbed,Polished,Matte,Glossy
61yg1YFU8gL,What is this product?,390bda44.jpg,Pole Socket,Pipe Fitting,Wall Mount,Cabinet Knob
61yg1YFU8gL,Which category best describes this product?,390bda44.jpg,Hardware,Plumbing,Furniture,Electrical
61yg1YFU8gL,What is the primary color of this Pole Socket?,390bda44.jpg,White,Black,Brown,Gray
61yg1YFU8gL,How many supports does this pole socket have for inserting a pole?,390bda44.jpg,Four,Two,Three,One
61yg1YFU8gL,Is the pole socket design primarily circular?,390bda44.jpg,Yes,No,Partially,Not visible
61yg1YFU8gL,Does the pole socket appear to be made of metal?,390bda44.jpg,No,Yes,Partially,Not applicable
71HcvJ0X9xL,What is this product?,e776a47c.jpg,Wall Plate,Light Switch,Outlet Cover,Electrical Box
71HcvJ0X9xL,Which category best describes this product?,e776a47c.jpg,Hardware,Lighting,Electrical,Home Decor
71HcvJ0X9xL,What is the primary color of this Wall Plate?,e776a47c.jpg,Brass,Silver,Bronze,Gold
71HcvJ0X9xL,How many switches/outlets are present on the plate?,e776a47c.jpg,Two,One,Three,Four
71HcvJ0X9xL,What is the shape of this wall plate?,e776a47c.jpg,Square,Rectangular,Round,Circular
71HcvJ0X9xL,Does the wall plate have a visible frame?,e776a47c.jpg,Yes,No,Partially,Not visible
71rrd3evKEL,What is this product?,b7d47e34.jpg,Flush Bolt,Door Handle,Door Knob,Latch
71rrd3evKEL,Which category best describes this product?,b7d47e34.jpg,Door Hardware,Window Hardware,Cabinet Hardware,Furniture Hardware
71rrd3evKEL,What is the primary color of this Flush Bolt?,b7d47e34.jpg,Nickel,Black,Bronze,Gold
